"","V1"
"nomin_AlSmith_1_300",1
"nomin_AlSmith_1_301",1
"nomin_AlSmith_1_302",9
"nomin_AlSmith_1_303",9
"nomin_AlSmith_1_304",9
"nomin_AlSmith_1_305",9
"nomin_AlSmith_1_306",9
"nomin_AlSmith_1_307",9
"nomin_AlSmith_1_308",1
"nomin_AlSmith_1_309",1
"nomin_AlSmith_1_310",12
"nomin_AlSmith_1_311",12
"nomin_AlSmith_1_312",1
"nomin_AlSmith_1_313",5
"nomin_AlSmith_1_314",5
"nomin_AlSmith_1_315",5
"nomin_AlSmith_1_316",5
"nomin_AlSmith_1_317",5
"nomin_AlSmith_1_318",5
"nomin_AlSmith_1_319",5
"nomin_AlSmith_1_320",5
"nomin_AlSmith_1_321",14
"nomin_AlSmith_1_322",5
"nomin_AlSmith_1_323",14
"nomin_AlSmith_1_324",2
"nomin_AlSmith_1_325",2
"nomin_AlSmith_1_326",2
"nomin_AlSmith_1_327",10
"nomin_AlSmith_1_328",1
"nomin_AlSmith_1_329",13
"nomin_AlSmith_1_330",13
"nomin_AlSmith_1_331",3
"nomin_AlSmith_1_332",5
"nomin_AlSmith_1_333",5
"nomin_AlSmith_1_334",5
"nomin_AlSmith_1_335",5
"nomin_AlSmith_1_336",9
"nomin_AlSmith_1_337",12
"nomin_AlSmith_1_338",12
"nomin_AlSmith_1_339",12
"nomin_AlSmith_1_340",2
"nomin_AlSmith_1_341",2
"nomin_AlSmith_1_342",2
"nomin_AlSmith_1_343",2
"nomin_AlSmith_1_344",2
"nomin_AlSmith_1_345",2
"nomin_AlSmith_1_346",2
"nomin_AlSmith_1_347",2
"nomin_AlSmith_1_348",2
"nomin_AlSmith_1_349",2
"nomin_WoodrowWilson_1_2",2
"nomin_WoodrowWilson_1_3",2
"nomin_WoodrowWilson_1_4",2
"nomin_WoodrowWilson_1_5",2
"nomin_WoodrowWilson_1_6",2
"nomin_WoodrowWilson_1_7",12
"nomin_WoodrowWilson_1_8",12
"nomin_WoodrowWilson_1_9",5
"nomin_WoodrowWilson_1_10",5
"nomin_WoodrowWilson_1_11",5
"nomin_WoodrowWilson_1_12",4
"nomin_WoodrowWilson_1_13",3
"nomin_WoodrowWilson_1_14",12
"nomin_WoodrowWilson_1_15",12
"nomin_WoodrowWilson_1_16",12
"nomin_WoodrowWilson_1_17",2
"nomin_WoodrowWilson_1_18",12
"nomin_WoodrowWilson_1_19",12
"nomin_WoodrowWilson_1_20",12
"nomin_WoodrowWilson_1_21",1
"nomin_WoodrowWilson_1_22",1
"nomin_WoodrowWilson_1_23",1
"nomin_WoodrowWilson_1_24",1
"nomin_WoodrowWilson_1_25",1
"nomin_WoodrowWilson_1_26",1
"nomin_WoodrowWilson_1_27",1
"nomin_WoodrowWilson_1_28",1
"nomin_WoodrowWilson_1_29",1
"nomin_WoodrowWilson_1_30",15
"nomin_WoodrowWilson_1_31",1
"nomin_WoodrowWilson_1_32",9
"nomin_WoodrowWilson_1_33",2
"nomin_WoodrowWilson_1_34",1
"nomin_WoodrowWilson_1_35",1
"nomin_WoodrowWilson_1_36",1
"nomin_WoodrowWilson_1_37",1
"nomin_WoodrowWilson_1_38",1
"nomin_WoodrowWilson_1_39",1
"nomin_WoodrowWilson_1_40",1
"nomin_WoodrowWilson_1_41",1
"nomin_WoodrowWilson_1_42",1
"nomin_WoodrowWilson_1_43",1
"nomin_WoodrowWilson_1_44",1
"nomin_WoodrowWilson_1_45",1
"nomin_WoodrowWilson_1_46",13
"nomin_WoodrowWilson_1_47",12
"nomin_WoodrowWilson_1_48",1
"nomin_WoodrowWilson_1_49",1
"nomin_WoodrowWilson_1_50",1
"nomin_WoodrowWilson_1_51",1
"nomin_WoodrowWilson_1_52",1
"nomin_WoodrowWilson_1_53",1
"nomin_WoodrowWilson_1_54",1
"nomin_WoodrowWilson_1_55",1
"nomin_WoodrowWilson_1_56",1
"nomin_WoodrowWilson_1_57",5
"nomin_WoodrowWilson_1_58",5
"nomin_WoodrowWilson_1_59",5
"nomin_WoodrowWilson_1_60",5
"nomin_WoodrowWilson_1_61",1
"nomin_WoodrowWilson_1_62",1
"nomin_WoodrowWilson_1_63",1
"nomin_WoodrowWilson_1_64",1
"nomin_WoodrowWilson_1_65",1
"nomin_WoodrowWilson_1_66",1
"nomin_WoodrowWilson_1_67",1
"nomin_WoodrowWilson_1_68",5
"nomin_WoodrowWilson_1_69",12
"nomin_WoodrowWilson_1_70",2
"nomin_WoodrowWilson_1_71",3
"nomin_WoodrowWilson_1_72",9
"nomin_WoodrowWilson_1_73",12
"nomin_WoodrowWilson_1_74",12
"nomin_WoodrowWilson_1_75",12
"nomin_WoodrowWilson_1_76",4
"nomin_WoodrowWilson_1_77",1
"nomin_WoodrowWilson_1_78",1
"nomin_WoodrowWilson_1_79",1
"nomin_WoodrowWilson_1_80",1
"nomin_WoodrowWilson_1_81",1
"nomin_WoodrowWilson_1_82",15
"nomin_WoodrowWilson_1_83",13
"nomin_WoodrowWilson_1_84",13
"nomin_WoodrowWilson_1_85",6
"nomin_WoodrowWilson_1_86",15
"nomin_WoodrowWilson_1_87",15
"nomin_WoodrowWilson_1_88",9
"nomin_WoodrowWilson_1_89",2
"nomin_WoodrowWilson_1_90",11
"nomin_WoodrowWilson_1_91",4
"nomin_WoodrowWilson_1_92",4
"nomin_WoodrowWilson_1_93",14
"nomin_WoodrowWilson_1_94",12
"nomin_WoodrowWilson_1_95",5
"nomin_WoodrowWilson_1_96",5
"nomin_WoodrowWilson_1_97",4
"nomin_WoodrowWilson_1_98",4
"nomin_WoodrowWilson_1_99",12
"nomin_WoodrowWilson_1_100",12
"nomin_WoodrowWilson_1_101",12
"nomin_WoodrowWilson_1_102",12
"nomin_WoodrowWilson_1_103",6
"nomin_WoodrowWilson_1_104",12
"nomin_WoodrowWilson_1_105",9
"nomin_WoodrowWilson_1_106",12
"nomin_WoodrowWilson_1_107",4
"nomin_WoodrowWilson_1_108",3
"nomin_WoodrowWilson_1_109",4
"nomin_WoodrowWilson_1_110",10
"nomin_WoodrowWilson_1_111",5
"nomin_WoodrowWilson_1_112",10
"nomin_WoodrowWilson_1_113",4
"nomin_WoodrowWilson_1_114",4
"nomin_WoodrowWilson_1_115",4
"nomin_WoodrowWilson_1_116",4
"nomin_WoodrowWilson_1_117",14
"nomin_WoodrowWilson_1_118",4
"nomin_WoodrowWilson_1_119",10
"nomin_WoodrowWilson_1_120",10
"nomin_WoodrowWilson_1_121",10
"nomin_WoodrowWilson_1_122",10
"nomin_WoodrowWilson_1_123",14
"nomin_WoodrowWilson_1_124",14
"nomin_WoodrowWilson_1_125",14
"nomin_WoodrowWilson_1_126",6
"nomin_WoodrowWilson_1_127",6
"nomin_WoodrowWilson_1_128",4
"nomin_WoodrowWilson_1_129",4
"nomin_WoodrowWilson_1_130",14
"nomin_WoodrowWilson_1_131",14
"nomin_WoodrowWilson_1_132",14
"nomin_WoodrowWilson_1_133",14
"nomin_WoodrowWilson_1_134",14
"nomin_WoodrowWilson_1_135",4
"nomin_WoodrowWilson_1_136",4
"nomin_WoodrowWilson_1_137",4
"nomin_WoodrowWilson_1_138",8
"nomin_WoodrowWilson_1_139",14
"nomin_WoodrowWilson_1_140",14
"nomin_WoodrowWilson_1_141",14
"nomin_WoodrowWilson_1_142",4
"nomin_WoodrowWilson_1_143",9
"nomin_WoodrowWilson_1_144",2
"nomin_WoodrowWilson_1_145",9
"nomin_WoodrowWilson_1_146",3
"nomin_WoodrowWilson_1_147",12
"nomin_WoodrowWilson_1_148",9
"nomin_WoodrowWilson_1_149",9
"nomin_WoodrowWilson_1_150",9
"nomin_WoodrowWilson_1_151",3
"nomin_WoodrowWilson_1_152",3
"nomin_WoodrowWilson_1_153",3
"nomin_WoodrowWilson_1_154",3
"nomin_WoodrowWilson_1_155",15
"nomin_WoodrowWilson_1_156",13
"nomin_WoodrowWilson_1_157",9
"nomin_WoodrowWilson_1_158",9
"nomin_WoodrowWilson_1_159",1
"nomin_WoodrowWilson_1_160",2
"nomin_WoodrowWilson_1_161",2
"nomin_WoodrowWilson_1_162",2
"nomin_WoodrowWilson_1_163",9
"nomin_WoodrowWilson_1_164",9
"nomin_WoodrowWilson_1_165",9
"nomin_WoodrowWilson_1_166",13
"nomin_WoodrowWilson_1_167",11
"nomin_WoodrowWilson_1_168",15
"nomin_WoodrowWilson_1_169",4
"nomin_WoodrowWilson_1_170",9
"nomin_WoodrowWilson_1_171",9
"nomin_WoodrowWilson_1_172",9
"nomin_WoodrowWilson_1_173",9
"nomin_WoodrowWilson_1_174",9
"nomin_WoodrowWilson_1_175",1
"nomin_WoodrowWilson_1_176",1
"nomin_WoodrowWilson_1_177",1
"nomin_WoodrowWilson_1_178",1
"nomin_WoodrowWilson_1_179",1
"nomin_WoodrowWilson_1_180",1
"nomin_WoodrowWilson_1_181",5
"nomin_WoodrowWilson_1_182",13
"nomin_WoodrowWilson_1_183",9
"nomin_WoodrowWilson_1_184",9
"nomin_WoodrowWilson_1_185",9
"nomin_WoodrowWilson_1_186",5
"nomin_WoodrowWilson_1_187",9
"nomin_WoodrowWilson_1_188",9
"nomin_WoodrowWilson_1_189",9
"nomin_WoodrowWilson_1_190",5
"nomin_WoodrowWilson_1_191",5
"nomin_WoodrowWilson_1_192",1
"nomin_WoodrowWilson_1_193",1
"nomin_WoodrowWilson_1_194",1
"nomin_WoodrowWilson_1_195",1
"nomin_WoodrowWilson_1_196",1
"nomin_WoodrowWilson_1_197",1
"nomin_WoodrowWilson_1_198",1
"nomin_WoodrowWilson_1_199",14
"nomin_WoodrowWilson_1_200",14
"nomin_WoodrowWilson_1_201",9
"nomin_WoodrowWilson_1_202",1
"nomin_WoodrowWilson_1_203",1
"nomin_WoodrowWilson_1_204",5
"nomin_WoodrowWilson_1_205",5
"nomin_WoodrowWilson_1_206",5
"nomin_WoodrowWilson_1_207",3
"nomin_WoodrowWilson_1_208",8
"nomin_WoodrowWilson_1_209",3
"nomin_WoodrowWilson_1_210",14
"nomin_WoodrowWilson_1_211",3
"nomin_WoodrowWilson_1_212",14
"nomin_WoodrowWilson_1_213",14
"nomin_WoodrowWilson_1_214",4
"nomin_WoodrowWilson_1_215",8
"nomin_WoodrowWilson_1_216",15
"nomin_WoodrowWilson_1_217",15
"nomin_WoodrowWilson_1_218",15
"nomin_DonaldJTrump_1_2",8
"nomin_DonaldJTrump_1_10",3
"nomin_DonaldJTrump_1_11",3
"nomin_DonaldJTrump_1_12",3
"nomin_DonaldJTrump_1_13",5
"nomin_DonaldJTrump_1_14",11
"nomin_DonaldJTrump_1_15",11
"nomin_DonaldJTrump_1_16",11
"nomin_DonaldJTrump_1_17",10
"nomin_DonaldJTrump_1_18",3
"nomin_DonaldJTrump_1_19",3
"nomin_DonaldJTrump_1_20",3
"nomin_DonaldJTrump_1_21",4
"nomin_DonaldJTrump_1_22",4
"nomin_DonaldJTrump_1_23",4
"nomin_DonaldJTrump_1_24",12
"nomin_DonaldJTrump_1_25",5
"nomin_DonaldJTrump_1_26",10
"nomin_DonaldJTrump_1_27",8
"nomin_DonaldJTrump_1_28",3
"nomin_DonaldJTrump_1_29",3
"nomin_DonaldJTrump_1_30",12
"nomin_DonaldJTrump_1_31",8
"nomin_DonaldJTrump_1_32",8
"nomin_DonaldJTrump_1_33",8
"nomin_DonaldJTrump_1_34",8
"nomin_DonaldJTrump_1_35",8
"nomin_DonaldJTrump_1_36",8
"nomin_DonaldJTrump_1_37",8
"nomin_DonaldJTrump_1_38",10
"nomin_DonaldJTrump_1_39",10
"nomin_DonaldJTrump_1_40",10
"nomin_DonaldJTrump_1_41",6
"nomin_DonaldJTrump_1_42",10
"nomin_DonaldJTrump_1_43",7
"nomin_DonaldJTrump_1_44",7
"nomin_DonaldJTrump_1_45",12
"nomin_DonaldJTrump_1_46",10
"nomin_DonaldJTrump_1_47",10
"nomin_DonaldJTrump_1_48",6
"nomin_DonaldJTrump_1_49",5
"nomin_DonaldJTrump_1_50",7
"nomin_DonaldJTrump_1_51",10
"nomin_DonaldJTrump_1_52",8
"nomin_DonaldJTrump_1_53",8
"nomin_DonaldJTrump_1_54",8
"nomin_DonaldJTrump_1_55",8
"nomin_DonaldJTrump_1_56",8
"nomin_DonaldJTrump_1_57",7
"nomin_DonaldJTrump_1_58",7
"nomin_DonaldJTrump_1_59",7
"nomin_DonaldJTrump_1_60",15
"nomin_DonaldJTrump_1_61",15
"nomin_DonaldJTrump_1_62",15
"nomin_DonaldJTrump_1_63",12
"nomin_DonaldJTrump_1_64",6
"nomin_DonaldJTrump_1_65",11
"nomin_DonaldJTrump_1_66",11
"nomin_DonaldJTrump_1_67",11
"nomin_DonaldJTrump_1_68",11
"nomin_DonaldJTrump_1_69",6
"nomin_DonaldJTrump_1_70",15
"nomin_DonaldJTrump_1_71",10
"nomin_DonaldJTrump_1_72",10
"nomin_DonaldJTrump_1_73",10
"nomin_DonaldJTrump_1_74",11
"nomin_DonaldJTrump_1_75",11
"nomin_DonaldJTrump_1_76",11
"nomin_DonaldJTrump_1_77",11
"nomin_DonaldJTrump_1_78",11
"nomin_DonaldJTrump_1_79",10
"nomin_DonaldJTrump_1_80",11
"nomin_DonaldJTrump_1_81",11
"nomin_DonaldJTrump_1_82",11
"nomin_DonaldJTrump_1_83",11
"nomin_DonaldJTrump_1_84",11
"nomin_DonaldJTrump_1_85",11
"nomin_DonaldJTrump_1_86",11
"nomin_DonaldJTrump_1_87",11
"nomin_DonaldJTrump_1_88",11
"nomin_DonaldJTrump_1_89",11
"nomin_DonaldJTrump_1_90",13
"nomin_DonaldJTrump_1_91",13
"nomin_DonaldJTrump_1_92",3
"nomin_DonaldJTrump_1_93",15
"nomin_DonaldJTrump_1_94",3
"nomin_DonaldJTrump_1_95",3
"nomin_DonaldJTrump_1_96",3
"nomin_DonaldJTrump_1_97",3
"nomin_DonaldJTrump_1_98",7
"nomin_DonaldJTrump_1_99",5
"nomin_DonaldJTrump_1_100",7
"nomin_DonaldJTrump_1_101",4
"nomin_DonaldJTrump_1_102",10
"nomin_DonaldJTrump_1_103",10
"nomin_DonaldJTrump_1_104",10
"nomin_DonaldJTrump_1_105",3
"nomin_DonaldJTrump_1_106",3
"nomin_DonaldJTrump_1_107",13
"nomin_DonaldJTrump_1_108",13
"nomin_DonaldJTrump_1_109",13
"nomin_DonaldJTrump_1_110",6
"nomin_DonaldJTrump_1_111",6
"nomin_DonaldJTrump_1_112",6
"nomin_DonaldJTrump_1_113",6
"nomin_DonaldJTrump_1_114",6
"nomin_DonaldJTrump_1_115",10
"nomin_DonaldJTrump_1_116",10
"nomin_DonaldJTrump_1_117",2
"nomin_DonaldJTrump_1_118",10
"nomin_DonaldJTrump_1_119",10
"nomin_DonaldJTrump_1_120",10
"nomin_DonaldJTrump_1_121",10
"nomin_DonaldJTrump_1_122",10
"nomin_DonaldJTrump_1_123",1
"nomin_DonaldJTrump_1_124",4
"nomin_DonaldJTrump_1_125",4
"nomin_DonaldJTrump_1_126",10
"nomin_DonaldJTrump_1_127",10
"nomin_DonaldJTrump_1_128",3
"nomin_DonaldJTrump_1_129",10
"nomin_DonaldJTrump_1_130",8
"nomin_DonaldJTrump_1_131",8
"nomin_DonaldJTrump_1_132",3
"nomin_DonaldJTrump_1_133",6
"nomin_DonaldJTrump_1_134",6
"nomin_DonaldJTrump_1_135",4
"nomin_DonaldJTrump_1_136",5
"nomin_DonaldJTrump_1_137",6
"nomin_DonaldJTrump_1_138",6
"nomin_DonaldJTrump_1_139",8
"nomin_DonaldJTrump_1_140",10
"nomin_DonaldJTrump_1_141",3
"nomin_DonaldJTrump_1_142",3
"nomin_DonaldJTrump_1_143",3
"nomin_DonaldJTrump_1_144",5
"nomin_DonaldJTrump_1_145",5
"nomin_DonaldJTrump_1_146",8
"nomin_DonaldJTrump_1_147",10
"nomin_DonaldJTrump_1_148",6
"nomin_DonaldJTrump_1_149",7
"nomin_DonaldJTrump_1_150",13
"nomin_DonaldJTrump_1_151",7
"nomin_DonaldJTrump_1_152",3
"nomin_DonaldJTrump_1_153",3
"nomin_DonaldJTrump_1_154",7
"nomin_DonaldJTrump_1_155",11
"nomin_DonaldJTrump_1_156",11
"nomin_DonaldJTrump_1_157",11
"nomin_DonaldJTrump_1_158",11
"nomin_DonaldJTrump_1_159",7
"nomin_DonaldJTrump_1_160",6
"nomin_DonaldJTrump_1_161",11
"nomin_DonaldJTrump_1_162",11
"nomin_DonaldJTrump_1_163",11
"nomin_DonaldJTrump_1_164",11
"nomin_DonaldJTrump_1_165",11
"nomin_DonaldJTrump_1_166",10
"nomin_DonaldJTrump_1_167",10
"nomin_DonaldJTrump_1_168",10
"nomin_DonaldJTrump_1_169",7
"nomin_DonaldJTrump_1_170",11
"nomin_DonaldJTrump_1_171",11
"nomin_DonaldJTrump_1_172",11
"nomin_DonaldJTrump_1_173",11
"nomin_DonaldJTrump_1_174",11
"nomin_DonaldJTrump_1_175",11
"nomin_DonaldJTrump_1_176",11
"nomin_DonaldJTrump_1_177",11
"nomin_DonaldJTrump_1_178",1
"nomin_DonaldJTrump_1_179",10
"nomin_DonaldJTrump_1_180",10
"nomin_DonaldJTrump_1_181",10
"nomin_DonaldJTrump_1_182",10
"nomin_DonaldJTrump_1_183",10
"nomin_DonaldJTrump_1_184",10
"nomin_DonaldJTrump_1_185",10
"nomin_DonaldJTrump_1_186",10
"nomin_DonaldJTrump_1_187",10
"nomin_DonaldJTrump_1_188",10
"nomin_DonaldJTrump_1_189",10
"nomin_DonaldJTrump_1_190",6
"nomin_DonaldJTrump_1_191",6
"nomin_DonaldJTrump_1_192",6
"nomin_DonaldJTrump_1_193",2
"nomin_DonaldJTrump_1_194",12
"nomin_DonaldJTrump_1_195",10
"nomin_DonaldJTrump_1_196",10
"nomin_DonaldJTrump_1_197",10
"nomin_DonaldJTrump_1_198",10
"nomin_DonaldJTrump_1_199",10
"nomin_DonaldJTrump_1_200",10
"nomin_DonaldJTrump_1_201",6
"nomin_DonaldJTrump_1_202",10
"nomin_DonaldJTrump_1_203",10
"nomin_DonaldJTrump_1_204",10
"nomin_DonaldJTrump_1_205",10
"nomin_DonaldJTrump_1_206",10
"nomin_DonaldJTrump_1_207",10
"nomin_DonaldJTrump_1_208",10
"nomin_DonaldJTrump_1_209",10
"nomin_DonaldJTrump_1_210",10
"nomin_DonaldJTrump_1_211",3
"nomin_DonaldJTrump_1_212",3
"nomin_DonaldJTrump_1_213",3
"nomin_DonaldJTrump_1_214",8
"nomin_DonaldJTrump_1_215",13
"nomin_DonaldJTrump_1_216",6
"nomin_DonaldJTrump_1_217",3
"nomin_DonaldJTrump_1_225",10
"nomin_DonaldJTrump_1_226",10
"nomin_DonaldJTrump_1_227",10
"nomin_DonaldJTrump_1_228",10
"nomin_DonaldJTrump_1_229",7
"nomin_DonaldJTrump_1_230",7
"nomin_DonaldJTrump_1_231",7
"nomin_DonaldJTrump_1_232",3
"nomin_DonaldJTrump_1_233",3
"nomin_DonaldJTrump_1_234",3
"nomin_DonaldJTrump_1_235",1
"nomin_DonaldJTrump_1_236",10
"nomin_DonaldJTrump_1_237",10
"nomin_DonaldJTrump_1_238",10
"nomin_DonaldJTrump_1_239",10
"nomin_DonaldJTrump_1_240",10
"nomin_DonaldJTrump_1_241",10
"nomin_DonaldJTrump_1_242",3
"nomin_DonaldJTrump_1_243",11
"nomin_DonaldJTrump_1_244",11
"nomin_DonaldJTrump_1_245",3
"nomin_DonaldJTrump_1_246",11
"nomin_DonaldJTrump_1_247",10
"nomin_DonaldJTrump_1_248",10
"nomin_DonaldJTrump_1_249",15
"nomin_DonaldJTrump_1_250",3
"nomin_DonaldJTrump_1_251",3
"nomin_DonaldJTrump_1_252",3
"nomin_DonaldJTrump_1_253",10
"nomin_DonaldJTrump_1_254",1
"nomin_DonaldJTrump_1_255",10
"nomin_DonaldJTrump_1_256",10
"nomin_DonaldJTrump_1_257",10
"nomin_DonaldJTrump_1_258",10
"nomin_DonaldJTrump_1_259",10
"nomin_DonaldJTrump_1_260",7
"nomin_DonaldJTrump_1_261",7
"nomin_DonaldJTrump_1_262",7
"nomin_DonaldJTrump_1_263",7
"nomin_DonaldJTrump_1_264",3
"nomin_DonaldJTrump_1_265",3
"nomin_DonaldJTrump_1_266",10
"nomin_DonaldJTrump_1_267",1
"nomin_DonaldJTrump_1_268",1
"nomin_DonaldJTrump_1_269",10
"nomin_DonaldJTrump_1_270",10
"nomin_DonaldJTrump_1_271",7
"nomin_DonaldJTrump_1_272",15
"nomin_DonaldJTrump_1_273",15
"nomin_DonaldJTrump_1_274",3
"nomin_DonaldJTrump_1_275",7
"nomin_DonaldJTrump_1_276",7
"nomin_DonaldJTrump_1_277",10
"nomin_DonaldJTrump_1_278",10
"nomin_DonaldJTrump_1_279",3
"nomin_DonaldJTrump_1_280",3
"nomin_DonaldJTrump_1_281",10
"nomin_DonaldJTrump_1_282",7
"nomin_DonaldJTrump_1_283",7
"nomin_DonaldJTrump_1_284",7
"nomin_DonaldJTrump_1_285",3
"nomin_DonaldJTrump_1_286",3
"nomin_DonaldJTrump_1_287",3
"nomin_DonaldJTrump_1_288",3
"nomin_DonaldJTrump_1_289",10
"nomin_DonaldJTrump_1_290",5
"nomin_DonaldJTrump_1_291",5
"nomin_DonaldJTrump_1_292",5
"nomin_DonaldJTrump_1_293",12
"nomin_DonaldJTrump_1_294",3
"nomin_DonaldJTrump_1_295",3
"nomin_DonaldJTrump_1_296",10
"nomin_DonaldJTrump_1_297",10
"nomin_DonaldJTrump_1_298",10
"nomin_DonaldJTrump_1_299",5
"nomin_DonaldJTrump_1_300",13
"nomin_DonaldJTrump_1_301",8
"nomin_DonaldJTrump_1_302",4
"nomin_DonaldJTrump_1_303",13
"nomin_DonaldJTrump_1_304",13
"nomin_DonaldJTrump_1_305",6
"nomin_DonaldJTrump_1_306",6
"nomin_DonaldJTrump_1_307",6
"nomin_DonaldJTrump_1_308",6
"nomin_DonaldJTrump_1_309",6
"nomin_DonaldJTrump_1_310",7
"nomin_DonaldJTrump_1_311",7
"nomin_DonaldJTrump_1_312",7
"nomin_DonaldJTrump_1_313",6
"nomin_DonaldJTrump_1_314",6
"nomin_DonaldJTrump_1_315",12
"nomin_DonaldJTrump_1_316",6
"nomin_DonaldJTrump_1_317",6
"nomin_DonaldJTrump_1_318",6
"nomin_DonaldJTrump_1_319",6
"nomin_DonaldJTrump_1_320",13
"nomin_DonaldJTrump_1_321",10
"nomin_DonaldJTrump_1_322",10
"nomin_DonaldJTrump_1_323",12
"nomin_DonaldJTrump_1_324",10
"nomin_DonaldJTrump_1_325",6
"nomin_DonaldJTrump_1_326",10
"nomin_DonaldJTrump_1_327",6
"nomin_DonaldJTrump_1_328",6
"nomin_DonaldJTrump_1_329",6
"nomin_DonaldJTrump_1_330",3
"nomin_DonaldJTrump_1_331",3
"nomin_DonaldJTrump_1_332",15
"nomin_DonaldJTrump_1_333",15
"nomin_DonaldJTrump_1_334",3
"nomin_DonaldJTrump_1_335",3
"nomin_DonaldJTrump_1_336",3
"nomin_DonaldJTrump_1_337",3
"nomin_DonaldJTrump_1_338",3
"nomin_DonaldJTrump_1_339",3
"nomin_DonaldJTrump_1_340",3
"nomin_DonaldJTrump_1_341",3
"nomin_DonaldJTrump_1_342",3
"nomin_DonaldJTrump_1_343",3
"nomin_DonaldJTrump_1_344",3
"nomin_DonaldJTrump_1_345",3
"nomin_MittRomney_1_2",8
"nomin_MittRomney_1_3",8
"nomin_MittRomney_1_4",8
"nomin_MittRomney_1_5",2
"nomin_MittRomney_1_6",15
"nomin_MittRomney_1_7",6
"nomin_MittRomney_1_8",6
"nomin_MittRomney_1_9",6
"nomin_MittRomney_1_10",8
"nomin_MittRomney_1_11",6
"nomin_MittRomney_1_12",6
"nomin_MittRomney_1_13",6
"nomin_MittRomney_1_14",8
"nomin_MittRomney_1_15",8
"nomin_MittRomney_1_16",6
"nomin_MittRomney_1_17",6
"nomin_MittRomney_1_18",6
"nomin_MittRomney_1_19",6
"nomin_MittRomney_1_20",6
"nomin_MittRomney_1_21",6
"nomin_MittRomney_1_22",14
"nomin_MittRomney_1_23",14
"nomin_MittRomney_1_24",14
"nomin_MittRomney_1_25",14
"nomin_MittRomney_1_26",14
"nomin_MittRomney_1_27",14
"nomin_MittRomney_1_28",3
"nomin_MittRomney_1_29",3
"nomin_MittRomney_1_30",6
"nomin_MittRomney_1_31",15
"nomin_MittRomney_1_32",15
"nomin_MittRomney_1_33",15
"nomin_MittRomney_1_34",15
"nomin_MittRomney_1_35",6
"nomin_MittRomney_1_36",7
"nomin_MittRomney_1_37",7
"nomin_MittRomney_1_38",7
"nomin_MittRomney_1_39",7
"nomin_MittRomney_1_40",10
"nomin_MittRomney_1_41",10
"nomin_MittRomney_1_42",3
"nomin_MittRomney_1_43",6
"nomin_MittRomney_1_44",6
"nomin_MittRomney_1_45",6
"nomin_MittRomney_1_46",7
"nomin_MittRomney_1_47",1
"nomin_MittRomney_1_48",10
"nomin_MittRomney_1_49",10
"nomin_MittRomney_1_50",10
"nomin_MittRomney_1_51",7
"nomin_MittRomney_1_52",13
"nomin_MittRomney_1_53",6
"nomin_MittRomney_1_54",8
"nomin_MittRomney_1_55",6
"nomin_MittRomney_1_56",8
"nomin_MittRomney_1_57",10
"nomin_MittRomney_1_58",10
"nomin_MittRomney_1_59",10
"nomin_MittRomney_1_60",3
"nomin_MittRomney_1_61",3
"nomin_MittRomney_1_62",3
"nomin_MittRomney_1_63",3
"nomin_MittRomney_1_64",7
"nomin_MittRomney_1_65",3
"nomin_MittRomney_1_66",3
"nomin_MittRomney_1_67",12
"nomin_MittRomney_1_68",3
"nomin_MittRomney_1_69",3
"nomin_MittRomney_1_70",3
"nomin_MittRomney_1_71",3
"nomin_MittRomney_1_72",15
"nomin_MittRomney_1_73",6
"nomin_MittRomney_1_74",6
"nomin_MittRomney_1_75",6
"nomin_MittRomney_1_76",6
"nomin_MittRomney_1_77",6
"nomin_MittRomney_1_78",6
"nomin_MittRomney_1_79",6
"nomin_MittRomney_1_80",10
"nomin_MittRomney_1_81",6
"nomin_MittRomney_1_82",6
"nomin_MittRomney_1_83",6
"nomin_MittRomney_1_84",6
"nomin_MittRomney_1_85",6
"nomin_MittRomney_1_86",6
"nomin_MittRomney_1_87",6
"nomin_MittRomney_1_88",6
"nomin_MittRomney_1_89",6
"nomin_MittRomney_1_90",6
"nomin_MittRomney_1_91",6
"nomin_MittRomney_1_92",6
"nomin_MittRomney_1_93",6
"nomin_MittRomney_1_94",6
"nomin_MittRomney_1_95",6
"nomin_MittRomney_1_96",6
"nomin_MittRomney_1_97",6
"nomin_MittRomney_1_98",6
"nomin_MittRomney_1_99",6
"nomin_MittRomney_1_100",8
"nomin_MittRomney_1_101",6
"nomin_MittRomney_1_102",8
"nomin_MittRomney_1_103",6
"nomin_MittRomney_1_104",7
"nomin_MittRomney_1_105",10
"nomin_MittRomney_1_106",6
"nomin_MittRomney_1_107",6
"nomin_MittRomney_1_108",6
"nomin_MittRomney_1_109",6
"nomin_MittRomney_1_110",6
"nomin_MittRomney_1_111",6
"nomin_MittRomney_1_112",13
"nomin_MittRomney_1_113",10
"nomin_MittRomney_1_114",6
"nomin_MittRomney_1_115",6
"nomin_MittRomney_1_116",6
"nomin_MittRomney_1_117",6
"nomin_MittRomney_1_118",6
"nomin_MittRomney_1_119",6
"nomin_MittRomney_1_120",6
"nomin_MittRomney_1_121",15
"nomin_MittRomney_1_122",6
"nomin_MittRomney_1_123",6
"nomin_MittRomney_1_124",3
"nomin_MittRomney_1_125",15
"nomin_MittRomney_1_126",15
"nomin_MittRomney_1_127",15
"nomin_MittRomney_1_128",15
"nomin_MittRomney_1_129",6
"nomin_MittRomney_1_130",10
