"","V1"
"nomin_MittRomney_1_131",7
"nomin_MittRomney_1_132",7
"nomin_MittRomney_1_133",3
"nomin_MittRomney_1_134",8
"nomin_MittRomney_1_135",8
"nomin_MittRomney_1_136",8
"nomin_MittRomney_1_137",10
"nomin_MittRomney_1_138",8
"nomin_MittRomney_1_139",10
"nomin_MittRomney_1_140",8
"nomin_MittRomney_1_141",8
"nomin_MittRomney_1_142",2
"nomin_MittRomney_1_143",6
"nomin_MittRomney_1_144",7
"nomin_MittRomney_1_145",7
"nomin_MittRomney_1_146",7
"nomin_MittRomney_1_147",7
"nomin_MittRomney_1_148",7
"nomin_MittRomney_1_149",10
"nomin_MittRomney_1_150",10
"nomin_MittRomney_1_151",10
"nomin_MittRomney_1_152",6
"nomin_MittRomney_1_153",10
"nomin_MittRomney_1_154",10
"nomin_MittRomney_1_155",10
"nomin_MittRomney_1_156",10
"nomin_MittRomney_1_157",7
"nomin_MittRomney_1_158",6
"nomin_MittRomney_1_159",1
"nomin_MittRomney_1_160",6
"nomin_MittRomney_1_161",6
"nomin_MittRomney_1_162",6
"nomin_MittRomney_1_163",6
"nomin_MittRomney_1_164",6
"nomin_MittRomney_1_165",8
"nomin_MittRomney_1_166",8
"nomin_MittRomney_1_167",8
"nomin_MittRomney_1_168",8
"nomin_MittRomney_1_169",2
"nomin_MittRomney_1_170",10
"nomin_MittRomney_1_171",13
"nomin_MittRomney_1_172",13
"nomin_MittRomney_1_173",13
"nomin_MittRomney_1_174",6
"nomin_MittRomney_1_175",7
"nomin_MittRomney_1_176",1
"nomin_MittRomney_1_177",8
"nomin_MittRomney_1_178",8
"nomin_MittRomney_1_179",8
"nomin_MittRomney_1_180",8
"nomin_MittRomney_1_181",8
"nomin_MittRomney_1_182",8
"nomin_MittRomney_1_183",10
"nomin_MittRomney_1_184",8
"nomin_MittRomney_1_185",8
"nomin_MittRomney_1_186",15
"nomin_MittRomney_1_187",8
"nomin_MittRomney_1_188",15
"nomin_MittRomney_1_189",10
"nomin_MittRomney_1_190",15
"nomin_MittRomney_1_191",13
"nomin_MittRomney_1_192",3
"nomin_MittRomney_1_193",12
"nomin_MittRomney_1_194",15
"nomin_MittRomney_1_195",15
"nomin_MittRomney_1_196",13
"nomin_MittRomney_1_197",13
"nomin_MittRomney_1_198",10
"nomin_MittRomney_1_199",7
"nomin_MittRomney_1_200",7
"nomin_MittRomney_1_201",7
"nomin_MittRomney_1_202",7
"nomin_MittRomney_1_203",15
"nomin_MittRomney_1_204",6
"nomin_MittRomney_1_205",6
"nomin_MittRomney_1_206",7
"nomin_MittRomney_1_207",7
"nomin_MittRomney_1_208",7
"nomin_MittRomney_1_209",7
"nomin_MittRomney_1_210",7
"nomin_MittRomney_1_211",7
"nomin_MittRomney_1_212",7
"nomin_MittRomney_1_213",3
"nomin_MittRomney_1_214",15
"nomin_MittRomney_1_215",7
"nomin_MittRomney_1_216",7
"nomin_MittRomney_1_217",7
"nomin_MittRomney_1_218",7
"nomin_MittRomney_1_219",7
"nomin_MittRomney_1_220",15
"nomin_MittRomney_1_221",7
"nomin_MittRomney_1_222",7
"nomin_MittRomney_1_223",3
"nomin_MittRomney_1_224",3
"nomin_MittRomney_1_225",7
"nomin_MittRomney_1_226",7
"nomin_MittRomney_1_227",7
"nomin_MittRomney_1_228",7
"nomin_MittRomney_1_229",7
"nomin_MittRomney_1_230",10
"nomin_MittRomney_1_231",7
"nomin_MittRomney_1_232",3
"nomin_MittRomney_1_233",3
"nomin_MittRomney_1_234",14
"nomin_MittRomney_1_235",14
"nomin_MittRomney_1_236",15
"nomin_MittRomney_1_237",15
"nomin_MittRomney_1_238",7
"nomin_MittRomney_1_239",8
"nomin_MittRomney_1_240",8
"nomin_MittRomney_1_241",8
"nomin_MittRomney_1_242",8
"nomin_MittRomney_1_243",8
"nomin_MittRomney_1_244",8
"nomin_MittRomney_1_245",8
"nomin_MittRomney_1_246",11
"nomin_MittRomney_1_247",11
"nomin_MittRomney_1_248",11
"nomin_MittRomney_1_249",11
"nomin_MittRomney_1_250",6
"nomin_MittRomney_1_251",3
"nomin_MittRomney_1_252",8
"nomin_MittRomney_1_253",8
"nomin_MittRomney_1_254",8
"nomin_MittRomney_1_255",15
"nomin_MittRomney_1_256",15
"nomin_MittRomney_1_257",7
"nomin_MittRomney_1_258",7
"nomin_MittRomney_1_259",7
"nomin_MittRomney_1_260",15
"nomin_MittRomney_1_261",12
"nomin_MittRomney_1_262",15
"nomin_MittRomney_1_263",4
"nomin_MittRomney_1_264",15
"nomin_MittRomney_1_265",15
"nomin_MittRomney_1_266",6
"nomin_MittRomney_1_267",6
"nomin_MittRomney_1_268",3
"nomin_MittRomney_1_269",3
"nomin_MittRomney_1_270",15
"nomin_MittRomney_1_271",15
"nomin_MittRomney_1_272",3
"nomin_MittRomney_1_273",7
"nomin_MittRomney_1_274",15
"nomin_MittRomney_1_275",15
"nomin_MittRomney_1_276",15
"nomin_MittRomney_1_277",15
"nomin_MittRomney_1_278",9
"nomin_MittRomney_1_279",9
"nomin_MittRomney_1_280",15
"nomin_JohnMcCain_1_2",8
"nomin_JohnMcCain_1_3",8
"nomin_JohnMcCain_1_4",8
"nomin_JohnMcCain_1_5",8
"nomin_JohnMcCain_1_6",8
"nomin_JohnMcCain_1_7",8
"nomin_JohnMcCain_1_8",8
"nomin_JohnMcCain_1_9",8
"nomin_JohnMcCain_1_10",2
"nomin_JohnMcCain_1_11",10
"nomin_JohnMcCain_1_12",2
"nomin_JohnMcCain_1_13",8
"nomin_JohnMcCain_1_14",8
"nomin_JohnMcCain_1_15",8
"nomin_JohnMcCain_1_16",8
"nomin_JohnMcCain_1_17",8
"nomin_JohnMcCain_1_18",8
"nomin_JohnMcCain_1_20",2
"nomin_JohnMcCain_1_21",2
"nomin_JohnMcCain_1_22",6
"nomin_JohnMcCain_1_23",10
"nomin_JohnMcCain_1_24",10
"nomin_JohnMcCain_1_25",10
"nomin_JohnMcCain_1_26",6
"nomin_JohnMcCain_1_27",6
"nomin_JohnMcCain_1_28",6
"nomin_JohnMcCain_1_29",11
"nomin_JohnMcCain_1_30",10
"nomin_JohnMcCain_1_31",8
"nomin_JohnMcCain_1_32",8
"nomin_JohnMcCain_1_33",8
"nomin_JohnMcCain_1_34",10
"nomin_JohnMcCain_1_35",15
"nomin_JohnMcCain_1_36",3
"nomin_JohnMcCain_1_37",2
"nomin_JohnMcCain_1_38",8
"nomin_JohnMcCain_1_39",8
"nomin_JohnMcCain_1_40",8
"nomin_JohnMcCain_1_41",12
"nomin_JohnMcCain_1_42",14
"nomin_JohnMcCain_1_43",14
"nomin_JohnMcCain_1_44",14
"nomin_JohnMcCain_1_45",8
"nomin_JohnMcCain_1_46",3
"nomin_JohnMcCain_1_47",3
"nomin_JohnMcCain_1_48",10
"nomin_JohnMcCain_1_49",10
"nomin_JohnMcCain_1_50",2
"nomin_JohnMcCain_1_51",2
"nomin_JohnMcCain_1_52",10
"nomin_JohnMcCain_1_53",10
"nomin_JohnMcCain_1_54",10
"nomin_JohnMcCain_1_55",10
"nomin_JohnMcCain_1_56",10
"nomin_JohnMcCain_1_57",10
"nomin_JohnMcCain_1_58",10
"nomin_JohnMcCain_1_59",10
"nomin_JohnMcCain_1_60",8
"nomin_JohnMcCain_1_61",8
"nomin_JohnMcCain_1_62",6
"nomin_JohnMcCain_1_63",13
"nomin_JohnMcCain_1_64",2
"nomin_JohnMcCain_1_65",4
"nomin_JohnMcCain_1_66",7
"nomin_JohnMcCain_1_67",7
"nomin_JohnMcCain_1_68",7
"nomin_JohnMcCain_1_69",10
"nomin_JohnMcCain_1_70",7
"nomin_JohnMcCain_1_71",7
"nomin_JohnMcCain_1_72",10
"nomin_JohnMcCain_1_73",10
"nomin_JohnMcCain_1_74",10
"nomin_JohnMcCain_1_75",10
"nomin_JohnMcCain_1_76",10
"nomin_JohnMcCain_1_77",13
"nomin_JohnMcCain_1_78",10
"nomin_JohnMcCain_1_79",10
"nomin_JohnMcCain_1_80",10
"nomin_JohnMcCain_1_82",10
"nomin_JohnMcCain_1_83",10
"nomin_JohnMcCain_1_84",10
"nomin_JohnMcCain_1_85",7
"nomin_JohnMcCain_1_86",7
"nomin_JohnMcCain_1_87",7
"nomin_JohnMcCain_1_88",7
"nomin_JohnMcCain_1_89",10
"nomin_JohnMcCain_1_90",10
"nomin_JohnMcCain_1_91",10
"nomin_JohnMcCain_1_92",10
"nomin_JohnMcCain_1_93",10
"nomin_JohnMcCain_1_94",10
"nomin_JohnMcCain_1_95",6
"nomin_JohnMcCain_1_96",7
"nomin_JohnMcCain_1_97",10
"nomin_JohnMcCain_1_98",10
"nomin_JohnMcCain_1_99",10
"nomin_JohnMcCain_1_100",10
"nomin_JohnMcCain_1_101",10
"nomin_JohnMcCain_1_102",10
"nomin_JohnMcCain_1_103",11
"nomin_JohnMcCain_1_105",11
"nomin_JohnMcCain_1_106",11
"nomin_JohnMcCain_1_107",10
"nomin_JohnMcCain_1_108",13
"nomin_JohnMcCain_1_109",13
"nomin_JohnMcCain_1_110",10
"nomin_JohnMcCain_1_111",11
"nomin_JohnMcCain_1_112",7
"nomin_JohnMcCain_1_114",7
"nomin_JohnMcCain_1_115",7
"nomin_JohnMcCain_1_116",7
"nomin_JohnMcCain_1_117",7
"nomin_JohnMcCain_1_118",7
"nomin_JohnMcCain_1_119",7
"nomin_JohnMcCain_1_120",7
"nomin_JohnMcCain_1_121",6
"nomin_JohnMcCain_1_122",12
"nomin_JohnMcCain_1_123",12
"nomin_JohnMcCain_1_124",12
"nomin_JohnMcCain_1_125",3
"nomin_JohnMcCain_1_126",3
"nomin_JohnMcCain_1_127",3
"nomin_JohnMcCain_1_128",3
"nomin_JohnMcCain_1_129",3
"nomin_JohnMcCain_1_130",3
"nomin_JohnMcCain_1_131",6
"nomin_JohnMcCain_1_132",12
"nomin_JohnMcCain_1_133",7
"nomin_JohnMcCain_1_134",7
"nomin_JohnMcCain_1_135",7
"nomin_JohnMcCain_1_136",2
"nomin_JohnMcCain_1_137",3
"nomin_JohnMcCain_1_138",3
"nomin_JohnMcCain_1_139",6
"nomin_JohnMcCain_1_140",3
"nomin_JohnMcCain_1_141",7
"nomin_JohnMcCain_1_142",3
"nomin_JohnMcCain_1_143",3
"nomin_JohnMcCain_1_144",5
"nomin_JohnMcCain_1_146",5
"nomin_JohnMcCain_1_147",3
"nomin_JohnMcCain_1_148",7
"nomin_JohnMcCain_1_149",3
"nomin_JohnMcCain_1_150",7
"nomin_JohnMcCain_1_151",3
"nomin_JohnMcCain_1_152",3
"nomin_JohnMcCain_1_153",3
"nomin_JohnMcCain_1_154",3
"nomin_JohnMcCain_1_155",7
"nomin_JohnMcCain_1_156",7
"nomin_JohnMcCain_1_157",7
"nomin_JohnMcCain_1_158",7
"nomin_JohnMcCain_1_159",7
"nomin_JohnMcCain_1_161",7
"nomin_JohnMcCain_1_162",7
"nomin_JohnMcCain_1_163",7
"nomin_JohnMcCain_1_164",7
"nomin_JohnMcCain_1_165",7
"nomin_JohnMcCain_1_166",7
"nomin_JohnMcCain_1_167",7
"nomin_JohnMcCain_1_168",7
"nomin_JohnMcCain_1_169",7
"nomin_JohnMcCain_1_170",10
"nomin_JohnMcCain_1_171",7
"nomin_JohnMcCain_1_172",7
"nomin_JohnMcCain_1_173",7
"nomin_JohnMcCain_1_174",7
"nomin_JohnMcCain_1_175",7
"nomin_JohnMcCain_1_176",7
"nomin_JohnMcCain_1_177",7
"nomin_JohnMcCain_1_178",7
"nomin_JohnMcCain_1_179",7
"nomin_JohnMcCain_1_180",7
"nomin_JohnMcCain_1_181",7
"nomin_JohnMcCain_1_182",2
"nomin_JohnMcCain_1_183",7
"nomin_JohnMcCain_1_184",3
"nomin_JohnMcCain_1_185",3
"nomin_JohnMcCain_1_186",7
"nomin_JohnMcCain_1_187",7
"nomin_JohnMcCain_1_188",15
"nomin_JohnMcCain_1_189",10
"nomin_JohnMcCain_1_190",10
"nomin_JohnMcCain_1_191",7
"nomin_JohnMcCain_1_192",13
"nomin_JohnMcCain_1_193",13
"nomin_JohnMcCain_1_194",13
"nomin_JohnMcCain_1_195",11
"nomin_JohnMcCain_1_196",11
"nomin_JohnMcCain_1_197",1
"nomin_JohnMcCain_1_198",13
"nomin_JohnMcCain_1_199",13
"nomin_JohnMcCain_1_200",15
"nomin_JohnMcCain_1_201",1
"nomin_JohnMcCain_1_202",9
"nomin_JohnMcCain_1_204",9
"nomin_JohnMcCain_1_205",7
"nomin_JohnMcCain_1_206",7
"nomin_JohnMcCain_1_207",15
"nomin_JohnMcCain_1_208",3
"nomin_JohnMcCain_1_209",11
"nomin_JohnMcCain_1_210",11
"nomin_JohnMcCain_1_211",11
"nomin_JohnMcCain_1_212",11
"nomin_JohnMcCain_1_213",7
"nomin_JohnMcCain_1_214",11
"nomin_JohnMcCain_1_215",9
"nomin_JohnMcCain_1_216",11
"nomin_JohnMcCain_1_217",11
"nomin_JohnMcCain_1_218",11
"nomin_JohnMcCain_1_219",11
"nomin_JohnMcCain_1_220",10
"nomin_JohnMcCain_1_221",15
"nomin_JohnMcCain_1_222",10
"nomin_JohnMcCain_1_223",8
"nomin_JohnMcCain_1_224",6
"nomin_JohnMcCain_1_225",6
"nomin_JohnMcCain_1_226",6
"nomin_JohnMcCain_1_227",6
"nomin_JohnMcCain_1_228",6
"nomin_JohnMcCain_1_229",6
"nomin_JohnMcCain_1_230",11
"nomin_JohnMcCain_1_231",11
"nomin_JohnMcCain_1_232",11
"nomin_JohnMcCain_1_233",9
"nomin_JohnMcCain_1_234",13
"nomin_JohnMcCain_1_235",3
"nomin_JohnMcCain_1_236",7
"nomin_JohnMcCain_1_237",13
"nomin_JohnMcCain_1_238",7
"nomin_JohnMcCain_1_239",7
"nomin_JohnMcCain_1_240",7
"nomin_JohnMcCain_1_241",4
"nomin_JohnMcCain_1_242",10
"nomin_JohnMcCain_1_243",10
"nomin_JohnMcCain_1_244",10
"nomin_JohnMcCain_1_245",10
"nomin_JohnMcCain_1_246",10
"nomin_JohnMcCain_1_247",3
"nomin_JohnMcCain_1_248",3
"nomin_JohnMcCain_1_250",8
"nomin_JohnMcCain_1_251",8
"nomin_JohnMcCain_1_252",10
"nomin_JohnMcCain_1_253",10
"nomin_JohnMcCain_1_254",3
"nomin_JohnMcCain_1_255",3
"nomin_JohnMcCain_1_256",7
"nomin_JohnMcCain_1_257",15
"nomin_JohnMcCain_1_258",10
"nomin_JohnMcCain_1_259",13
"nomin_JohnMcCain_1_260",10
"nomin_JohnMcCain_1_261",8
"nomin_JohnMcCain_1_262",10
"nomin_JohnMcCain_1_263",10
"nomin_JohnMcCain_1_264",10
"nomin_JohnMcCain_1_265",6
"nomin_JohnMcCain_1_266",6
"nomin_JohnMcCain_1_267",11
"nomin_JohnMcCain_1_268",11
"nomin_JohnMcCain_1_269",11
"nomin_JohnMcCain_1_270",10
"nomin_JohnMcCain_1_271",10
"nomin_JohnMcCain_1_272",10
"nomin_JohnMcCain_1_273",10
"nomin_JohnMcCain_1_274",6
"nomin_JohnMcCain_1_275",6
"nomin_JohnMcCain_1_276",10
"nomin_JohnMcCain_1_277",6
"nomin_JohnMcCain_1_278",10
"nomin_JohnMcCain_1_279",10
"nomin_JohnMcCain_1_280",10
"nomin_JohnMcCain_1_281",10
"nomin_JohnMcCain_1_282",10
"nomin_JohnMcCain_1_283",13
"nomin_JohnMcCain_1_284",14
"nomin_JohnMcCain_1_285",4
"nomin_JohnMcCain_1_286",10
"nomin_JohnMcCain_1_287",11
"nomin_JohnMcCain_1_288",6
"nomin_JohnMcCain_1_289",6
"nomin_JohnMcCain_1_290",10
"nomin_JohnMcCain_1_291",10
"nomin_JohnMcCain_1_292",10
"nomin_JohnMcCain_1_293",10
"nomin_JohnMcCain_1_294",10
"nomin_JohnMcCain_1_295",13
"nomin_JohnMcCain_1_296",10
"nomin_JohnMcCain_1_297",8
"nomin_JohnMcCain_1_298",6
"nomin_JohnMcCain_1_299",6
"nomin_JohnMcCain_1_300",6
"nomin_JohnMcCain_1_301",3
"nomin_JohnMcCain_1_302",10
"nomin_JohnMcCain_1_303",10
"nomin_JohnMcCain_1_304",14
"nomin_JohnMcCain_1_305",14
"nomin_JohnMcCain_1_306",10
"nomin_JohnMcCain_1_307",10
"nomin_JohnMcCain_1_308",8
"nomin_JohnMcCain_1_309",2
"nomin_JohnMcCain_1_310",6
"nomin_JohnMcCain_1_311",3
"nomin_JohnMcCain_1_312",3
"nomin_JohnMcCain_1_313",13
"nomin_JohnMcCain_1_314",10
"nomin_JohnMcCain_1_315",6
"nomin_JohnMcCain_1_316",6
"nomin_JohnMcCain_1_317",11
"nomin_JohnMcCain_1_318",1
"nomin_JohnMcCain_1_319",6
"nomin_JohnMcCain_1_320",6
"nomin_JohnMcCain_1_321",7
"nomin_JohnMcCain_1_322",1
"nomin_JohnMcCain_1_323",14
"nomin_JohnMcCain_1_324",3
"nomin_JohnMcCain_1_325",3
"nomin_JohnMcCain_1_326",3
"nomin_JohnMcCain_1_327",3
"nomin_JohnMcCain_1_328",11
"nomin_JohnMcCain_1_329",10
"nomin_JohnMcCain_1_330",14
"nomin_JohnMcCain_1_331",11
"nomin_JohnMcCain_1_332",14
"nomin_JohnMcCain_1_333",11
"nomin_JohnMcCain_1_334",6
"nomin_JohnMcCain_1_335",6
"nomin_JohnMcCain_1_336",6
"nomin_JohnMcCain_1_337",3
"nomin_JohnMcCain_1_338",13
"nomin_JohnMcCain_1_339",3
"nomin_JohnMcCain_1_340",3
"nomin_JohnMcCain_1_341",2
"nomin_GeorgeWBush_2_2",8
"nomin_GeorgeWBush_2_3",8
"nomin_GeorgeWBush_2_4",8
"nomin_GeorgeWBush_2_5",8
"nomin_GeorgeWBush_2_6",6
"nomin_GeorgeWBush_2_7",6
"nomin_GeorgeWBush_2_8",6
"nomin_GeorgeWBush_2_9",6
"nomin_GeorgeWBush_2_10",6
"nomin_GeorgeWBush_2_11",6
"nomin_GeorgeWBush_2_12",6
"nomin_GeorgeWBush_2_13",15
"nomin_GeorgeWBush_2_14",15
"nomin_GeorgeWBush_2_15",8
"nomin_GeorgeWBush_2_16",8
"nomin_GeorgeWBush_2_17",8
"nomin_GeorgeWBush_2_18",8
"nomin_GeorgeWBush_2_19",6
"nomin_GeorgeWBush_2_20",6
"nomin_GeorgeWBush_2_21",6
"nomin_GeorgeWBush_2_22",8
"nomin_GeorgeWBush_2_23",3
"nomin_GeorgeWBush_2_24",12
"nomin_GeorgeWBush_2_25",12
"nomin_GeorgeWBush_2_26",3
"nomin_GeorgeWBush_2_27",3
"nomin_GeorgeWBush_2_28",7
"nomin_GeorgeWBush_2_29",7
"nomin_GeorgeWBush_2_30",15
"nomin_GeorgeWBush_2_31",7
"nomin_GeorgeWBush_2_32",7
"nomin_GeorgeWBush_2_33",7
"nomin_GeorgeWBush_2_34",7
"nomin_GeorgeWBush_2_35",7
"nomin_GeorgeWBush_2_36",7
"nomin_GeorgeWBush_2_37",11
"nomin_GeorgeWBush_2_38",15
"nomin_GeorgeWBush_2_39",15
"nomin_GeorgeWBush_2_40",15
"nomin_GeorgeWBush_2_41",15
"nomin_GeorgeWBush_2_42",8
"nomin_GeorgeWBush_2_43",8
"nomin_GeorgeWBush_2_44",8
"nomin_GeorgeWBush_2_45",8
"nomin_GeorgeWBush_2_46",8
"nomin_GeorgeWBush_2_47",6
"nomin_GeorgeWBush_2_48",3
"nomin_GeorgeWBush_2_49",11
"nomin_GeorgeWBush_2_50",7
"nomin_GeorgeWBush_2_51",7
"nomin_GeorgeWBush_2_52",7
"nomin_GeorgeWBush_2_53",7
"nomin_GeorgeWBush_2_54",7
"nomin_GeorgeWBush_2_55",7
"nomin_GeorgeWBush_2_56",7
"nomin_GeorgeWBush_2_57",7
"nomin_GeorgeWBush_2_58",7
"nomin_GeorgeWBush_2_59",1
"nomin_GeorgeWBush_2_60",7
"nomin_GeorgeWBush_2_61",7
"nomin_GeorgeWBush_2_62",7
"nomin_GeorgeWBush_2_63",7
"nomin_GeorgeWBush_2_64",7
"nomin_GeorgeWBush_2_65",7
"nomin_GeorgeWBush_2_66",7
"nomin_GeorgeWBush_2_67",7
"nomin_GeorgeWBush_2_68",7
"nomin_GeorgeWBush_2_69",7
"nomin_GeorgeWBush_2_70",7
"nomin_GeorgeWBush_2_71",7
"nomin_GeorgeWBush_2_72",7
"nomin_GeorgeWBush_2_73",7
"nomin_GeorgeWBush_2_74",7
"nomin_GeorgeWBush_2_75",7
"nomin_GeorgeWBush_2_76",7
"nomin_GeorgeWBush_2_77",7
"nomin_GeorgeWBush_2_78",7
"nomin_GeorgeWBush_2_79",7
"nomin_GeorgeWBush_2_80",7
"nomin_GeorgeWBush_2_81",7
"nomin_GeorgeWBush_2_82",7
"nomin_GeorgeWBush_2_83",7
"nomin_GeorgeWBush_2_84",7
"nomin_GeorgeWBush_2_85",7
"nomin_GeorgeWBush_2_86",7
"nomin_GeorgeWBush_2_87",13
"nomin_GeorgeWBush_2_88",3
"nomin_GeorgeWBush_2_89",15
"nomin_GeorgeWBush_2_90",15
"nomin_GeorgeWBush_2_91",7
"nomin_GeorgeWBush_2_92",7
"nomin_GeorgeWBush_2_93",7
"nomin_GeorgeWBush_2_94",7
"nomin_GeorgeWBush_2_95",7
"nomin_GeorgeWBush_2_96",7
"nomin_GeorgeWBush_2_97",15
"nomin_GeorgeWBush_2_98",15
"nomin_GeorgeWBush_2_99",7
"nomin_GeorgeWBush_2_100",7
"nomin_GeorgeWBush_2_101",7
"nomin_GeorgeWBush_2_102",7
"nomin_GeorgeWBush_2_103",7
"nomin_GeorgeWBush_2_104",7
"nomin_GeorgeWBush_2_105",7
"nomin_GeorgeWBush_2_106",7
"nomin_GeorgeWBush_2_107",7
"nomin_GeorgeWBush_2_108",3
"nomin_GeorgeWBush_2_109",8
"nomin_GeorgeWBush_2_110",8
"nomin_GeorgeWBush_2_111",8
"nomin_GeorgeWBush_2_112",8
"nomin_GeorgeWBush_2_113",8
"nomin_GeorgeWBush_2_114",7
"nomin_GeorgeWBush_2_115",7
"nomin_GeorgeWBush_2_116",7
"nomin_GeorgeWBush_2_117",7
"nomin_GeorgeWBush_2_118",7
"nomin_GeorgeWBush_2_119",7
"nomin_GeorgeWBush_2_120",7
"nomin_GeorgeWBush_2_121",7
"nomin_GeorgeWBush_2_122",10
"nomin_GeorgeWBush_2_123",10
"nomin_GeorgeWBush_2_124",13
"nomin_GeorgeWBush_2_125",13
"nomin_GeorgeWBush_2_126",13
"nomin_GeorgeWBush_2_127",7
"nomin_GeorgeWBush_2_128",7
"nomin_GeorgeWBush_2_129",7
"nomin_GeorgeWBush_2_130",7
"nomin_GeorgeWBush_2_131",5
"nomin_GeorgeWBush_2_132",7
"nomin_GeorgeWBush_2_133",8
"nomin_GeorgeWBush_2_134",6
"nomin_GeorgeWBush_2_135",10
"nomin_GeorgeWBush_2_136",10
"nomin_GeorgeWBush_2_137",10
"nomin_GeorgeWBush_2_138",7
"nomin_GeorgeWBush_2_139",7
"nomin_GeorgeWBush_2_140",7
"nomin_GeorgeWBush_2_141",8
"nomin_GeorgeWBush_2_142",8
"nomin_GeorgeWBush_2_143",8
"nomin_GeorgeWBush_2_144",8
"nomin_GeorgeWBush_2_145",13
"nomin_GeorgeWBush_2_146",7
"nomin_GeorgeWBush_2_147",9
"nomin_GeorgeWBush_2_148",7
"nomin_GeorgeWBush_2_149",7
"nomin_GeorgeWBush_2_150",6
"nomin_GeorgeWBush_2_151",6
"nomin_GeorgeWBush_2_152",12
"nomin_GeorgeWBush_2_153",10
"nomin_GeorgeWBush_2_154",10
"nomin_GeorgeWBush_2_155",8
"nomin_GeorgeWBush_2_156",8
"nomin_GeorgeWBush_2_157",8
"nomin_GeorgeWBush_2_158",3
"nomin_GeorgeWBush_2_159",8
"nomin_GeorgeWBush_2_160",8
"nomin_GeorgeWBush_2_161",3
"nomin_GeorgeWBush_2_162",8
"nomin_GeorgeWBush_2_163",3
"nomin_GeorgeWBush_2_164",8
"nomin_GeorgeWBush_2_172",8
"nomin_GeorgeWBush_2_173",6
"nomin_GeorgeWBush_2_174",6
"nomin_GeorgeWBush_2_175",11
"nomin_GeorgeWBush_2_176",7
"nomin_GeorgeWBush_2_177",11
"nomin_GeorgeWBush_2_178",11
"nomin_GeorgeWBush_2_179",11
"nomin_GeorgeWBush_2_180",3
"nomin_GeorgeWBush_2_181",3
"nomin_GeorgeWBush_2_182",8
"nomin_GeorgeWBush_2_183",8
"nomin_GeorgeWBush_2_184",8
"nomin_GeorgeWBush_2_185",8
"nomin_GeorgeWBush_2_186",8
"nomin_GeorgeWBush_2_187",8
"nomin_GeorgeWBush_2_188",11
"nomin_GeorgeWBush_2_189",11
"nomin_GeorgeWBush_2_190",11
"nomin_GeorgeWBush_2_191",11
"nomin_GeorgeWBush_2_192",11
"nomin_GeorgeWBush_2_193",11
"nomin_GeorgeWBush_2_194",11
"nomin_GeorgeWBush_2_195",11
"nomin_GeorgeWBush_2_196",11
"nomin_GeorgeWBush_2_197",11
"nomin_GeorgeWBush_2_198",10
"nomin_GeorgeWBush_2_199",10
"nomin_GeorgeWBush_2_200",15
"nomin_GeorgeWBush_2_201",15
"nomin_GeorgeWBush_2_202",11
"nomin_GeorgeWBush_2_203",11
"nomin_GeorgeWBush_2_204",11
"nomin_GeorgeWBush_2_205",11
"nomin_GeorgeWBush_2_206",11
"nomin_GeorgeWBush_2_207",11
"nomin_GeorgeWBush_2_208",11
"nomin_GeorgeWBush_2_209",12
"nomin_GeorgeWBush_2_210",12
"nomin_GeorgeWBush_2_218",8
"nomin_GeorgeWBush_2_219",12
"nomin_GeorgeWBush_2_220",11
"nomin_GeorgeWBush_2_221",11
"nomin_GeorgeWBush_2_222",11
"nomin_GeorgeWBush_2_223",11
"nomin_GeorgeWBush_2_224",11
"nomin_GeorgeWBush_2_225",8
"nomin_GeorgeWBush_2_226",3
"nomin_GeorgeWBush_2_227",8
"nomin_GeorgeWBush_2_235",8
"nomin_GeorgeWBush_2_236",11
"nomin_GeorgeWBush_2_237",11
"nomin_GeorgeWBush_2_238",11
"nomin_GeorgeWBush_2_239",12
"nomin_GeorgeWBush_2_240",3
"nomin_GeorgeWBush_2_241",11
"nomin_GeorgeWBush_2_242",11
"nomin_GeorgeWBush_2_243",11
"nomin_GeorgeWBush_2_244",11
"nomin_GeorgeWBush_2_245",11
"nomin_GeorgeWBush_2_246",7
"nomin_GeorgeWBush_2_247",11
"nomin_GeorgeWBush_2_248",11
"nomin_GeorgeWBush_2_249",11
"nomin_GeorgeWBush_2_250",11
"nomin_GeorgeWBush_2_251",11
"nomin_GeorgeWBush_2_252",6
"nomin_GeorgeWBush_2_253",11
"nomin_GeorgeWBush_2_254",6
"nomin_GeorgeWBush_2_255",11
"nomin_GeorgeWBush_2_256",6
"nomin_GeorgeWBush_2_257",8
"nomin_GeorgeWBush_2_258",9
"nomin_GeorgeWBush_2_259",3
"nomin_GeorgeWBush_2_260",11
"nomin_GeorgeWBush_2_261",7
"nomin_GeorgeWBush_2_262",7
"nomin_GeorgeWBush_2_263",7
"nomin_GeorgeWBush_2_264",8
"nomin_GeorgeWBush_2_265",8
"nomin_GeorgeWBush_2_266",8
"nomin_GeorgeWBush_2_267",8
"nomin_GeorgeWBush_2_268",8
"nomin_GeorgeWBush_2_269",15
"nomin_GeorgeWBush_2_270",15
"nomin_GeorgeWBush_2_271",8
"nomin_GeorgeWBush_2_272",8
"nomin_GeorgeWBush_2_273",8
"nomin_GeorgeWBush_2_274",11
"nomin_GeorgeWBush_2_275",11
"nomin_GeorgeWBush_2_276",8
"nomin_GeorgeWBush_2_277",8
"nomin_GeorgeWBush_2_278",8
